dev_reboot_faild,Failed to reboot.,,,,,,,,,Neustart fehlgeschlagen.,,,,Fallo al reiniciar,Fallo al reiniciar,,,,,Redémarrage échoué,,,,,,,,Proses reboot gagal,,Impossibile riavviare,,,,,,,,,,,,,,,,,,,,Restarten mislukt.,,,,Falha no reboot,,,Не удалось перезапустить.,,,,,,,,,,,,,,,,重启失败,,重啟失敗,
buzzer_volume_low,Low,,,,,,,,,Low,,,,Bajo,Bajo,,,,,Faible,,,,,,,,Rendah,,Basso,,,,,,,,,,,,,,,,,,,,Zacht,,,,Baixo,,,Низкая,,,,,,,,,,,,,,,,低,,低,
camera_firmware_upgrade,Firmware Update,,,,,,,,,Firmware Aktualisierung,,,,Actualización de Firmware,Actualización de Firmware,,,,,Mise à jour Firmware,,,,,,,,Perbarui Firmware,,Aggiornamento firmare,,,,,,,,,,,,,,,,,,,,Firmware Bijwerken,,,,Atualização de firmware,,,Обновление прошивки,,,,,,,,,,,,,,,,固件升级,,韌體升級,
tvCurrentPosition,0:00:00,,,,,,,,,0:00:00,,,,0:00:00,0:00:00,,,,,0:00:00,,,,,,,,0:00:00,,0:00:00,,,,,,,,,,,,,,,,,,,,0:00:00,,,,0:00:00,,,0:00:00,,,,,,,,,,,,,,,,0:00:00,,0:00:00,
single_pic,Normal,,,,,,,,,Normal,,,,Normal,Normal,,,,,Normal,,,,,,,,Normal,,Normale,,,,,,,,,,,,,,,,,,,,Normaal,,,,Normal,,,Обычное,,,,,,,,,,,,,,,,普通拍照,,一般拍照,
setting_firmware_update,Upload Firmware,,,,,,,,,Firmware hochladen,,,,Actualizar Firmware,Actualizar Firmware,,,,,Charger le firmare,,,,,,,,Perbarui pengaturan firmware,,Caricamento firmware,,,,,,,,,,,,,,,,,,,,Firmware Upload,,,,Carregar firmware,,,Загрузить прошивку,,,,,,,,,,,,,,,,上传固件,,上傳韌體,
common_google_play_services_notification_needs_installation_title,An application requires installation of Google Play services.,"""'n Program vereis dat Google Play Services geïnstalleer word.""",አንድ መተግበሪያ የGoogle Play አገልግሎቶች እንዲጫኑ ይፈልጋል።,‏يتطلب أحد التطبيقات تثبيت خدمات Google Play.,Приложение изисква инсталирането на услугите за Google Play.,একটি অ্যাপ্লিকেশানের জন্য Google প্লে পরিষেবার ইনস্টল করা প্রয়োজন৷,"""Una aplicació requereix que s'instal·lin els serveis de Google Play.""",Aplikace vyžaduje instalaci služeb Google Play.,"En applikation kræver, at Google Play-tjenester installeres.",App erfordert die Installation der Google Play-Dienste,Μια εφαρμογή απαιτεί την εγκατάσταση των Υπηρεσιών Google Play.,An application requires installation of Google Play services.,An application requires installation of Google Play services.,Una aplicación requiere la instalación de servicios de Google Play,Una aplicación requiere que se instale Google Play Services,Rakenduse kasutamiseks peavad olema installitud Google Play teenused.,Aplikazio batek Google Play zerbitzuak instalatzea eskatzen du.,‏برنامه‌ای نیاز به نصب خدمات Google Play دارد.,"Asenna Google Play -palvelut, jotta sovellus toimii.","""Une application demande l'installation des services Google Play.""","""Une application demande l'installation des services Google Play.""",As aplicacións requiren a instalación dos servizos de Google Play.,ऐप्लिकेशन के लिए Google Play सेवाएं इंस्टॉल किए जाने की आवश्यकता है.,Aplikacija zahtijeva instaliranje Usluga za Google Play.,Egy alkalmazás Google Play-szolgáltatások telepítését kéri.,Ինչ-որ հավելված պահանջում է տեղադրել Google Play ծառայությունները:,Aplikasi mewajibkan pemasangan layanan Google Play.,,Forrit krefst þess að þjónusta Google Play sé sett upp.,"""Un'applicazione richiede l'installazione di Google Play Services.""",‏קיימת אפליקציה המחייבת התקנה של שירותי Google Play.,アプリではGoogle Play開発者サービスをインストールする必要があります,აპლიკაცია საჭიროება Google Play Services-ის ინსტალაციას.,Қолданба Google Play қызметтерін орнатуды талап етеді.,កម្មវិធី​ទាមទារ​ឲ្យ​ដំឡើង​សេវាកម្ម​ Google កម្សាន្ត។,ಅಪ್ಲಿಕೇಶನ್‌ಗೆ Google Play ಸೇವೆಗಳು ಸ್ಥಾಪನೆಯಾಗಿರಬೇಕಾಗುತ್ತದೆ.,Google Play 서비스를 설치해야 하는 애플리케이션입니다.,"Колдонмону иштетүү үчүн, Google Play кызматтарын орнотуу керек.",​ແອັບ​ພ​ລິ​ເຄ​ຊັນ​ຕ້ອງ​ການ​ໃຫ້​ຕິດ​ຕັ້ງ​ບໍ​ລິ​ການ Google Play ກ່ອນ.,Norint naudoti programą būtina įdiegti „Google Play“ paslaugas.,"Lai lietojumprogramma darbotos, jāinstalē Google Play pakalpojumi.",Апликацијата бара да се инсталираат услугите на Google Play.,ഒരു അപ്ലിക്കേഷന് Google Play സേവനങ്ങൾ ഇൻസ്‌റ്റാളുചെയ്യേണ്ടതുണ്ട്.,Аппликешн Google Наадаан Үйлчилгээг суулгахыг шаардана.,अनुप्रयोगासाठी Google Play सेवांची स्थापना आवश्यक आहे.,Perkhidmatan Google Play perlu dipasang utk menggunakan aplikasi.,အပလီကေးရှင်း တစ်ခု အတွက် Google ပလေး ဝန်ဆောင်မှုများကို တပ်ဆင်ပေးရန် လိုသည်။,En app krever installasjon av Google Play Tjenester.,Google Play सेवाहरू स्थापना गर्न अनुप्रयोग आवश्यक हुन्छ।,Google Play-services moet zijn geïnstalleerd voor een app.,Aplikacja wymaga zainstalowania Usług Google Play.,Um app requer a instalação do Google Play Services.,Um app requer a instalação do Google Play Services.,Uma aplicação necessita da instalação dos Serviços do Google Play.,O aplicație necesită instalarea serviciilor Google Play.,Для работы приложения требуется установить сервисы Google Play,,යෙදුමකට Google Play සේවා ස්ථාපනයක් අවශ්‍යය.,Aplikácia vyžaduje inštaláciu služieb Google Play.,Za delovanje aplikacije morate namestiti storitve Google Play.,Апликација захтева инсталацију Google Play услуга.,Google Play-tjänster måste installeras för att en app ska fungera.,Programu inahitaji usakinishaji wa huduma za Google Play.,பயன்பாடானது Google Play சேவைகள் நிறுவ கேட்கிறது.,ఒక అనువర్తనానికి Google Play సేవల యొక్క ఇన్‌స్టాలేషన్ అవసరం.,แอปพลิเคชันหนึ่งจำเป็นต้องมีการติดตั้งบริการ Google Play,Kailangan ng application na i-install ang Mga Serbisyo ng Google Play.,"Bir uygulama, Google Play hizmetlerinin yüklenmesini gerektiriyor.","Щоб додаток працював, потрібно встановити сервіси Google Play.",‏ایک ایپلیکیشن کیلئے Google Play سروسز کا انسٹال ہونا ضروری ہے۔,Ilova Google Play xizmatlarining o‘rnatilishini talab qiladi.,Một ứng dụng yêu cầu cài đặt các dịch vụ của Google Play.,安装Google Play服务后才能运行应用。,必須安裝「Google Play 服務」，才能使用應用程式。,應用程式要求安裝 Google Play 服務。,Uhlelo lokusebenza ludinga ukufakwa kwamasevisi we-Google Play.
line_client_inavailable,Line client not exists or the version is too low,,,,,,,,,Line Kunde existiert nicht oder eine veraltete Version wird verwendet,,,,La cuenta Line no existe ó la versión está desactualizada,La cuenta Line no existe ó la versión está desactualizada,,,,,Le client Line n'existe pas ou la version est trop ancienne,,,,,,,,"Line idak tersedia untuk versi ini, versi ini terlalu rendah",,Line non è installato o la versione è troppo vecchia.,,,,,,,,,,,,,,,,,,,,Line is niet geinstalleerd of heeft een te oude versie,,,,Cliente de Line não encontrado ou versão antiga,,,Такого аккаунта Line client not не существует или слишком низкая версия,,,,,,,,,,,,,,,,您的Line未安装或版本过低，需要安装或升级才能使用,,目前您的Line版本較舊或未安裝，需要安裝Line才能使用,
videoquality_superfine,High,,,,,,,,,High,,,,Alta,Alta,,,,,Haute,,,,,,,,Tinggi,,Alta,,,,,,,,,,,,,,,,,,,,Hoog,,Alta,,Alta,,,Высокое,,,,,,,,,,,,,,,,高,,高,
no_network_connection,"No network connection now, please share later",,,,,,,,,"Keine Netzwerkverbindung an, teilen Sie es später",,,,"No hay conexión de red, por favor, inténtelo más tarde","No hay conexión de red, por favor, inténtelo más tarde",,,,,"Pas de connexion au réseau, merci de paratager plus tard",,,,,,,,"Tidak ada koneksi jaringan, silahkan berbagi nanti",,"Nessuna connessione, per favore condividi tra qualche momento",,,,,,,,,,,,,,,,,,,,"Geen netwerk verbinding, probeer het later",,"Não existe ligação de rede, por favor partilhe mais tarde",,"Não existe ligação de rede, por favor partilhe mais tarde",,,"нет подключения к сети, пожалуйста, не поделиться позже",,,,,,,,,,,,,,,,暂无网络连接，请稍后分享,,暫無網路連接，請稍後分享,
none,Unknown type,,,,,,,,,Unbekanntes Format,,,,Tipo desconocido,Tipo desconocido,,,,,Type inconnu,,,,,,,,Jenis tidak diketahui,,Tipologia sconosciuta,,,,,,,,,,,,,,,,,,,,Onbekend type,,Tipo desconhecido,,Tipo Desconhecido,,,Неизвестный вид,,,,,,,,,,,,,,,,未知类型,,未知類型,
restart_device_immediately,"We need to reconnect Wi-Fi after updating Wi-Fi info, do you want to continue?",,,,,,,,,"Wir müssen die Verbindung nach der WLAN Informations- Aktualisierung neu aufbauen, möchten Sie fortfahren?",,,,"Tenemos que recolectar el Wi-Fi después de actualizar la información, ¿Desea continuar?","Tenemos que recolectar el Wi-Fi después de actualizar la información, ¿Desea continuar?",,,,,"Le Wi-Fi doit être reconnecté après la mise à jour de ses informations, voulez-vous continuer?",,,,,,,,"Anda harus terhubung dengam Wi-Fi setelah memperbarui info Wi-Fi, setuju untuk melanjutkan ?",,È necessario riconnettere la Wi-Fi dopo l'aggiornamento delle informazioni della Wi-FI. Vuoi continuare?,,,,,,,,,,,,,,,,,,,,"wifi moet na het bijwerken opnieuw verbinden, doorgaan?",,"Precisamos de connectar o WI-FI após a atualização da informação de WI-FI, quer continuar?",,,,,"Необходимо заново подключить Wi-Fi после обновления информации о Wi-Fi, продолжить?",,,,,,,,,,,,,,,,Wi-Fi信息修改后将自动重启Wi-Fi，是否继续?,,WiFi資訊修改後將自動重啟WiFi，是否繼續?,
upgrade_tips_on_version,You are recommended to upgrade to latest version for normal use.,,,,,,,,,Um eine normale Nutzung zu gewährleisten wird ein Upgrade zur neuesten Version empfohlen. .,,,,Recomendamos que actualice a la última versión,Recomendamos que actualice a la última versión,,,,,Nous recommandons de mettre à jour à la dernière version pour un usage normal,,,,,,,,Anda disarankan untuk memperbarui versi terbaru kamera anda untuk dapat menggunakannya secara normal. Y.,,È consigliato aggiornare all'ultima versione per un uso ottimale,,,,,,,,,,,,,,,,,,,,Het advies is om bij te werken naar de laatste versie voor normaal gebruik.,,,,Recomendamos que atualize para a versao mais recente.,,,"Для дальнейшего использования, пожалуйста, установите обновления.",,,,,,,,,,,,,,,,当前相机固件版本较低，为了你的正常使用，建议更新到最新版本。,,目前相機韌體版本較舊，為了你的正常使用，建議更新到最新版本。,
hour,hours,,,,,,,,,Stunden,,,,horas,horas,,,,,Heures,,,,,,,,jam,,Ore,,,,,,,,,,,,,,,,,,,,uur,,horas,,horas,,,часов,,,,,,,,,,,,,,,,小时,,小時,
xiaomi_update_dialog_message,"""Recommended you immediately upgrade to the latest version%1$s
Size: %2$s""",,,,,,,,,"""Ein neues Upgrade wird unverzüglich empfohlen%1$s
Size: %2$s""",,,,"""Se recomienda que actualice inmediatamente a la última versión%1$s
Tamaño: %2$s""","""Se recomienda que actualice inmediatamente a la última versión%1$s
Tamaño: %2$s""",,,,,"""Il est recommandé de mettre immédiatement à jour à la dernière version%1$s
Taille: %2$s""",,,,,,,,"""AAnda dianjurkan untuk meng-upgrade ke versi terbaru segera%1$s
Size: %2$s""",,"""È raccomandato aggiornare immediatamente all'ultima versione%1$s
Dimensione: %2$s""",,,,,,,,,,,,,,,,,,,,"""U wordt geadviseerd om de firmware direct bij te werken naar de laatste versie %1%s Grootte: %2$s""",,"""É recomendado que atualize para a ultima versão %1$s
Tamanho: %2$s""",,"""Recomendamos que atualize urgentemente para a ultima versão%1$s
Tamanho: %2$s""",,,"""Вам рекомендуется немедленно обновить до последней версии%1$s
Size: %2$s""",,,,,,,,,,,,,,,,"""推薦您立即升級到最新的%1$s版
大小: %2$s""",,"""推薦您立即升級到最新的%1$s版
大小: %2$s""",
tv_burst,Burst,,,,,,,,,Burst,,,,Ráfaga,Ráfaga,,,,,Rafale,,,,,,,,Burst,,Burst,,,,,,,,,,,,,,,,,,,,Snel,,Rajada,,Rajada,,,Фото,,,,,,,,,,,,,,,,运动轨迹,,動態拍照,
tv_timing_5s,5s,,,,,,,,,5s,,,,5s,5s,,,,,5s,,,,,,,,5s,,5s,,,,,,,,,,,,,,,,,,,,5s,,5s,,5s,,,5 с,,,,,,,,,,,,,,,,5s,,5s,
ib_list_item_video_download_contentdescription,Video download,,,,,,,,,Video download,,,,Descargar video,Descargar video,,,,,Téléchargement vidéo,,,,,,,,Video download,,Scarica video,,,,,,,,,,,,,,,,,,,,Video download,,Download de video,,Descarregar Video,,,Загрузка видео,,,,,,,,,,,,,,,,视频下载,,影片下載,
setting_restore_factory_settings,Restore factory settings,,,,,,,,,Wiederherstellen der Werkseinstellungen,,,,Restaurar configuración de fábrica,Restaurar configuración de fábrica,,,,,Restaurer les paramètres d'usine,,,,,,,,Kembali ke pengaturan dasar,,Ripristina dati di fabbrica,,,,,,,,,,,,,,,,,,,,Herstel fabrieks instellingen,,Restaurar definições de fábrica,,Restaurar definições de fábrica,,,Восстановить заводские настройки,,,,,,,,,,,,,,,,恢复出厂设置,,恢復出廠設定,
timelapes_complete,Complete!,,,,,,,,,Abgeschlossen!,,,,Completado!,Completado!,,,,,Terminé!,,,,,,,,Selesai!,,Completato!,,,,,,,,,,,,,,,,,,,,Klaar!,,Completo!,,Completo!,,,Завершено!,,,,,,,,,,,,,,,,延时拍照结束,,延時拍照結束,
ib_file_manage_contentdescription,Files,,,,,,,,,Dateien,,,,Archivos,Archivos,,,,,Fichiers,,,,,,,,File,,File,,,,,,,,,,,,,,,,,,,,Bestanden,,Ficheiros,,Ficheiros,,,Файлы,,,,,,,,,,,,,,,,文件管理,,文件管理,
operation_failed,Failed to process.,,,,,,,,,Vorgang fehlgeschlagen.,,,,Fallo en el proceso,Fallo en el proceso,,,,,Opération échouée,,,,,,,,Gagal untuk memproses.,,Errore nel processo,,,,,,,,,,,,,,,,,,,,Verwerking mislukt.,,Falha a processar,,Falha ao processar,,,Не удалось.,,,,,,,,,,,,,,,,操作失败,,操作失敗,
prompt,Note,,,,,,,,,Hinweis,,,,Nota,Nota,,,,,Note,,,,,,,,Note,,Note,,,,,,,,,,,,,,,,,,,,Informatie,,Nota,,Nota,,,Примечание,,,,,,,,,,,,,,,,提示,,提示,
tv_timelapes_sixty_sec,60s,,,,,,,,,60s,,,,60s,60s,,,,,60s,,,,,,,,60s,,60s,,,,,,,,,,,,,,,,,,,,60s,,60s,,60s,,,60 с,,,,,,,,,,,,,,,,60s,,60s,
common_signin_button_text,Sign in,Meld aan,ግባ,تسجيل الدخول,Вход,সাইন ইন করুন,Inicia sessió,Přihlásit se,Log ind,Anmelden,Σύνδεση,Sign in,Sign in,Iniciar sesión,Acceder,Logi sisse,Hasi saioa,ورود به سیستم,Kirjaudu,Connexion,Connexion,Iniciar sesión,प्रवेश करें,Prijava,Belépés,Մուտք գործել,Masuk,,Skrá inn,Accedi,היכנס,ログイン,შესვლა,Кіру,ចូល,ಸೈನ್ ಇನ್ ಮಾಡು,로그인,Кирүү,ເຂົ້າສູ່ລະບົບ,Prisij.,Pierakst.,Најави се,സൈൻ ഇൻ ചെയ്യുക,Нэвтрэх,साइन इन करा,Log masuk,လင်မှတ်ထိုး ဝင်,Logg på,साइन इन गर्नुहोस्,Inloggen,Zaloguj się,Login,Login,Iniciar sessão,Conectați,Войти,,පිවිසෙන්න,Prihlásiť sa,Prijava,Пријави ме,Logga in,Ingia,உள்நுழைக,సైన్ ఇన్ చేయి,ลงชื่อใช้,Sign in,Oturum aç,Увійти,سائن ان کریں,Kirish,Đăng nhập,登录,登入,登入,Ngena ngemvume
meter_manual,Manual,,,,,,,,,Manual,,,,Manual,Manual,,,,,Manuel,,,,,,,,Manual,,Manuale,,,,,,,,,,,,,,,,,,,,Handmatig,,Manual,,Manual,,,ручная настройка,,,,,,,,,,,,,,,,手动测光,,手動測光,
share,Share,,,,,,,,,Teilen,,,,Compartir,Compartir,,,,,Partager,,,,,,,,Bagikan,,Condividi,,,,,,,,,,,,,,,,,,,,Deel,,Partilha,,Partilhar,,,Поделиться,,,,,,,,,,,,,,,,分享,,分享,
normal_capture_complete,Stop,,,,,,,,,Stop,,,,Parar,Parar,,,,,Stop,,,,,,,,Berhenti,,Stop,,,,,,,,,,,,,,,,,,,,Stop,,Parar,,Parar,,,Остановка,,,,,,,,,,,,,,,,拍照结束,,拍照結束,
setting_capture_default_mode,Default photo mode,,,,,,,,,Standard Foto Modus,,,,Modo predeterminado,Modo predeterminado,,,,,Mode photo par défaut,,,,,,,,Pengaturan Foto Dasar,,Modalità foto predefinita,,,,,,,,,,,,,,,,,,,,Standaard foto mode,,Modo de foto por defeito,,Modo de foto predefinido,,,Режим фото по умолчанию,,,,,,,,,,,,,,,,开机拍照模式,,開機拍照模式,
pull_to_refresh_refreshing_label,Is refreshing…,,,,,,,,,Wird aktualisiert…,,,,Actualizando…,Actualizando…,,,,,Rafraîchissement en cours...,,,,,,,,Sedang direfresh…,,Sta ricaricando...,,,,,,,,,,,,,,,,,,,,Wordt bijgewerkt...,,A refrescar...,,A atualizar...,,,Обновлено…,,,,,,,,,,,,,,,,正在刷新…,,正在重整…,
in_recording,Recording...,,,,,,,,,Aufnehmen...,,,,Grabando...,Grabando...,,,,,Enregistrement en cours...,,,,,,,,Merekam...,,Registrando...,,,,,,,,,,,,,,,,,,,,Opnemen...,,A gravar..,,A Gravar...,,,Запись...,,,,,,,,,,,,,,,,正在录像中,,正在錄影中,
feedback_content_hint,How can we help or improve our services?,,,,,,,,,Wie können wir helfen oder unseren Service verbesser?,,,,¿Cómo podemos ayudarle o mejorar nuestros servicios?,¿Cómo podemos ayudarle o mejorar nuestros servicios?,,,,,Comment pouvons-nous aider ou améliorer nos services?,,,,,,,,Apa yang dapat kami bantu untuk memperbaiki pelayanan kami?,,Come possiamo aiutarti o migliorare i nostri servizi?,,,,,,,,,,,,,,,,,,,,Hoe kunnen we helpen of onze dienst verbeteren?,,Como podemos ajudar ou melhorar os nossos serviços?,,Como podemos ajudar ou melhorar os nossos serviços?,,,Как улучшить наш сервис?,,,,,,,,,,,,,,,,感谢您的反馈，我们会聆听您的每一条建议和意见,,感謝您的回饋，我們會聆聽您的每一條建議和意見,
common_open_on_phone,Open on phone,Maak op foon oop,ስልክ ላይ ክፈት,فتح على الهاتف,Отваряне в телефона,ফোনে খুলুন,Obre al telèfon,Otevřít v telefonu,Åbn på telefonen,Auf Telefon öffnen,Άνοιγμα στο τηλέφωνο,Open on phone,Open on phone,Abrir en teléfono,Abrir en el teléfono,Ava telefonis,Ireki telefonoan,باز کردن در تلفن,Avaa puhelimessa,Ouvrir sur le téléphone,Ouvrir sur le téléphone,Abrir no teléfono,फ़ोन पर खोलें,Otvaranje na telefonu,Megnyitás a telefonon,Բացել հեռախոսում,Buka di ponsel,,Opna í símanum,Apri sul telefono,פתח בטלפון,端末で開く,ტელეფონზე გახსნა,Телефонда ашу,បើក​តាម​ទូរស័ព្ទ,ಫೋನ್‌ನಲ್ಲಿ ತೆರೆಯಿರಿ,휴대전화에서 열기,Телефондо ачык,​ເປີດ​ໃນ​ໂທ​ລະ​ສັບ,Atidaryti telefonu,Atvērt tālrunī,Отвори на телефонот,ഫോണിൽ തുറക്കുക,Утсан дээр нээх,फोनवर उघडा,Buka pada telefon,ဖုန်းထဲ ဖွင့်ရန်,Åpne på telefonen,फोनमा खोल्नुहोस्,Openen op telefoon,Otwórz na telefonie,Abrir no telemóvel,Abrir no smartphone,Abrir no telemóvel,Deschideți pe telefon,Открыть на телефоне,,දුරකථනය තුළ විවෘත කරන්න,Otvoriť na telefóne,Odpiranje v telefonu,Отвори на телефону,Öppna på mobilen,Fungua kwenye simu,ஃபோனில் திற,ఫోన్‌లో తెరవండి,เปิดบนโทรศัพท์,Buksan sa telepono,Telefonda aç,Відкрити на телефоні,فون پر کھولیں,Telefonda ochish,Mở trên điện thoại,在手机上打开,在手機中開啟,在手機上開啟,Vula kufoni
tv_timer,Timer,,,,,,,,,Timer,,,,Temporizador,Temporizador,,,,,Retardateur,,,,,,,,Timer,,Timer,,,,,,,,,,,,,,,,,,,,Timer,,Temporizador,,Temporizador,,,Таймер,,,,,,,,,,,,,,,,定时拍照,,定時拍照,
setting_video,Video,,,,,,,,,Video,,,,Video,Video,,,,,Video,,,,,,,,Video,,Video,,,,,,,,,,,,,,,,,,,,Video,,Video,,Video,,,Видео,,,,,,,,,,,,,,,,视频,,影片,
video_edit_crop_speed_X2,X2,,,,,,,,,X2,,,,X2,X2,,,,,X2,,,,,,,,X2,,X2,,,,,,,,,,,,,,,,,,,,X2,,,,X2,,,X2,,,,,,,,,,,,,,,,X2,,X2,
match_success,Matched,,,,,,,,,Übereinstimmend,,,,Igualados,Igualados,,,,,Mis en relation,,,,,,,,Sesuai,,Connesso,,,,,,,,,,,,,,,,,,,,Gepaard,,,,Correspondência com Sucesso,,,Совпадение,,,,,,,,,,,,,,,,已配对,,已配對,
new_video,New video,,,,,,,,,Neues Video,,,,Nuevo video,Nuevo video,,,,,Nouvelle vidéo,,,,,,,,video baru,,Nuovo video,,,,,,,,,,,,,,,,,,,,Nieuwe video,,,,Novo Video,,,Новое видео,,,,,,,,,,,,,,,,新建快拍视频,,新建快拍影片,
tvRecordTime,0:00:00,,,,,,,,,0:00:00,,,,0:00:00,0:00:00,,,,,0:00:00,,,,,,,,0:00:00,,0:00:00,,,,,,,,,,,,,,,,,,,,0:00:00,,,,0:00:00,,,0:00:00,,,,,,,,,,,,,,,,0:00:00,,0:00:00,
timelapes_start,Starting...,,,,,,,,,Starting...,,,,Comenzando…,Comenzando…,,,,,Démarrage...,,,,,,,,Memulai...,,In avvio...,,,,,,,,,,,,,,,,,,,,Begint...,,,,A iniciar...,,,Начало...,,,,,,,,,,,,,,,,开始延时拍照,,開始延時拍照,
cube_ptr_pull_down_to_refresh,Pull Down to Refresh,,,,,,,,,Pull Down zu aktualisieren,,,,Tire para actualizar,Tire para actualizar,,,,,Tirer vers le bas pour rafraîchir,,,,,,,,Pull Down untuk Segarkan,,Trascina verso il basso per ricaricare,,,,,,,,,,,,,,,,,,,,Trek naar beneden om te verversen,,,,Arrastar para atualizar,,,"Потяните вниз, чтобы Обновить",,,,,,,,,,,,,,,,下拉刷新,下拉刷新,下拉刷新,
no_preview,No preview.,,,,,,,,,Keine Vorschau.,,,,Sin vista previa,Sin vista previa,,,,,Pas de prévisualisation,,,,,,,,Tidak ada tampilan,,Nessuna anteprima,,,,,,,,,,,,,,,,,,,,Geen voorbeeld.,,,,Sem Visualização,,,Без просмотра.,,,,,,,,,,,,,,,,不支持预览,,不支持預覽,
normal_capture_start,Start,,,,,,,,,Start,,,,Empezar,Empezar,,,,,Démarrer,,,,,,,,Mulai,,Inizia,,,,,,,,,,,,,,,,,,,,Begin,,,,Inciar,,,Начало,,,,,,,,,,,,,,,,开始拍照,,開始拍照,
share_canceled,Operation cancelled,,,,,,,,,Vorgang abgebrochen,,,,Cancelado,Cancelado,,,,,Opération annulée,,,,,,,,Operasi dibatalkan,,Operazione annullata,,,,,,,,,,,,,,,,,,,,Geannuleerd,,,,Operação Cancelada,,,Не удалось,,,,,,,,,,,,,,,,分享已取消,,分享已取消,
tvVideoSetting,Video settings,,,,,,,,,Video Einstellungen,,,,Configuraciones de video,Configuraciones de video,,,,,Paramètres vidéo,,,,,,,,Pengaturan Video,,Impostazioni video,,,,,,,,,,,,,,,,,,,,Video instellingen,,,,Definições de Video,,,Настройки видео,,,,,,,,,,,,,,,,视频设置,,影片設定,
facebookmessenger,Facebook Messenger,,,,,,,,,Facebook Messenger,,,,Facebook Messenger,Facebook Messenger,,,,,Facebook Messenger,,,,,,,,Facebook Messenger,,Facebook Messenger,,,,,,,,,,,,,,,,,,,,Facebook Messenger,,,,Facebook Messenger,,,Сообщения в Facebook,,,,,,,,,,,,,,,,Facebook Messenger,,Facebook Messenger,
tv_timing_10s,10s,,,,,,,,,10s,,,,10s,10s,,,,,10s,,,,,,,,10s,,10s,,,,,,,,,,,,,,,,,,,,10s,,,,10s,,,10 с,,,,,,,,,,,,,,,,10s,,10s,
tvAspectRatio,TV aspect ratio,,,,,,,,,,,,,Relación de aspecto tv,Relación de aspecto tv,,,,,Ratio TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeldverhouding TV,,,,Relação de Aspecto,,,,,,,,,,,,,,,,,,,,,,
upload_failed,"Upload failed, please try again!",,,,,,,,,"Upload fehlgeschlagen,veruschen Sie es bitte erneut!",,,,"Fallo al subir, reinténtelo","Fallo al subir, reinténtelo",,,,,"Envoi échoué, merci de recommencer!",,,,,,,,"Gagal upload, silahkan coba kembali",,"Caricamento fallito, riprova più tardi!",,,,,,,,,,,,,,,,,,,,"Upload mislukt, probeer opnieuw!",,,,"Falhou o upload, por favor tente de novo!",,,"Не удалось загрузить, пожалуйста, попробуйте ещё раз!",,,,,,,,,,,,,,,,"上传失败,请重试!",,"上傳失敗,請重試!",
video_rate_X1,X1,,,,,,,,,X1,,,,X1,X1,,,,,X1,,,,,,,,X1,,X1,,,,,,,,,,,,,,,,,,,,X1,,,,X1,,,X1,,,,,,,,,,,,,,,,X1,,X1,
neteasemicroblog,Netease Microblog,,,,,,,,,Netease Microblog,,,,Netease Microblog,Netease Microblog,,,,,Netease Microblog,,,,,,,,Netease Microblog,,Netease Microblog,,,,,,,,,,,,,,,,,,,,Netease Microblog,,,,Netease Microblog,,,Микроблог в Netease,,,,,,,,,,,,,,,,网易微博,,網易微博,
date,Date,,,,,,,,,Datum,,,,Fecha,Fecha,,,,,Date,,,,,,,,Tanggal,,Data,,,,,,,,,,,,,,,,,,,,Datum,,,,Data,,,Число,,,,,,,,,,,,,,,,日期,,日期,
ssid_format_error,"Wi-Fi name must be 1–32 digits formed with numbers and characters, no space.",,,,,,,,,"WLAN muss 1–32 Zeichen mit Nummern und Buchstaben enthalten, kein Leerzeichen.",,,,"El nombre del Wi-Fi debe ser de 1–32 digitos formados por números y caractéres, sin espacios","El nombre del Wi-Fi debe ser de 1–32 digitos formados por números y caractéres, sin espacios",,,,,"Le nom du Wi-Fi doit avoir de 1–32 caractères avec des chiffres et des lettres, pas d'espace",,,,,,,,"Nama Wi-Fi harus terdiri dari 1–32 nomor dengan formula angka dan karakter, tanpa spasi. .",,Il nome della rete Wi-Fi deve contenere da 1 a 32 caratteri con lettere e numeri senza spazi.,,,,,,,,,,,,,,,,,,,,"Netwerknaam moet 1-31 karakters zijn met nummers en letters, maar geen spatie.",,,,O nome da rede deve ter 1-32 digitos com numeros e caracteres e sem espaços.,,,Имя Wi-Fi должно состоять из 1–32 символов и цифр без пробелов.,,,,,,,,,,,,,,,,"Wi-Fi名称格式错误,只能由1–32位数字或者字符组成,不能含有空格",,"WiFi名稱格式錯誤,只能由1–32位元數位或者字元組成,不能含有空格",
setting_system_default_mode,Camera default start mode,,,,,,,,,Standard Kamera Startmodus,,,,Iniciar por defecto en modo,Iniciar por defecto en modo,,,,,Mode de démarrage par défaut,,,,,,,,Pengaturan Kamera Dasar,,Avvio camera in modalità predefinita,,,,,,,,,,,,,,,,,,,,Standaard camera opstart mode,,,,Modo de câmera por defeito,,,Режим старта камеры,,,,,,,,,,,,,,,,开机默认模式,,開機預設模式,
